Haig Glacier Automatic Weather Station;;;;;;;;;;;;;;;;
Daily mean meteorological conditions, 2002-2015;;;;;;;lon;115.3018 W;;;;;;;albedo_flag=0:  estimated;
All data are mean daily values calculated from 30-minute AWS data.;;;;;;;lat;50.7124 N;;;;;;;albedo_flag=1: measured;
Missing data is gap-filled from the forefield AWS (lapsed/adjusted);;;;;;;elev;2665 m;;;;;;;;
See Marshall (HESS, 2014) and Marshall and Miller (Cryosphere, 2020) concerning the gap-filling methods.;;;;;;;;;;;;;;;;
;;;;;;;;;;SW in;SW out;;LW in;LW out;  albedo;
2005;356;-3,8;-4,8;-2,4;100,0;3,90;4,64;733,6;6,03;55,8;41,7;0,75;310,6;284,1;0;
2005;357;-5,6;-7,6;-4,6;91,0;3,08;3,67;741,8;3,62;28,5;20,9;0,73;285,8;276,3;0;
2005;358;-3,1;-7,1;-0,1;100,0;4,26;5,07;743,9;3,76;23,2;17,0;0,73;314,0;286,9;0;
2005;359;-1,6;-4,1;0,5;96,1;4,40;5,21;734,4;6,76;22,8;17,1;0,75;313,7;293,2;0;
2005;360;-6,0;-8,4;-4,8;98,9;3,28;3,88;734,5;3,38;23,6;18,5;0,78;298,1;274,8;0;
2005;361;-7,1;-8,6;-4,8;98,1;2,97;3,52;736,9;5,02;20,2;16,8;0,83;291,4;270,0;0;
2005;362;-9,4;-10,9;-7,3;94,5;2,39;2,83;735,3;3,13;20,7;16,6;0,80;275,0;260,7;0;
2005;363;-9,6;-11,8;-7,2;88,4;2,21;2,61;735,8;4,99;20,1;16,1;0,80;264,1;259,9;0;
2005;364;-11,4;-13,0;-9,9;97,1;2,11;2,48;727,0;3,81;22,2;17,7;0,80;270,7;252,8;0;
2005;365;-8,0;-9,4;-6,9;99,7;2,82;3,33;722,5;3,41;35,9;28,7;0,80;289,9;266,3;0;
2006;1;-8,7;-10,2;-7,7;96,7;2,59;3,06;728,0;3,57;41,1;34,3;0,83;281,7;263,5;0;
2006;2;-9,1;-11,7;-7,4;88,2;2,31;2,72;730,7;3,96;75,2;65,6;0,87;266,0;262,2;0;
2006;3;-9,5;-10,6;-8,8;96,8;2,43;2,87;735,8;3,69;21,6;19,1;0,88;278,4;260,2;0;
2006;4;-10,0;-11,4;-8,8;91,4;2,22;2,63;747,1;5,22;25,4;22,7;0,90;267,7;258,6;0;
2006;5;-6,6;-9,8;-3,4;90,0;2,84;3,37;750,2;5,51;55,5;49,2;0,89;279,8;272,3;0;
2006;6;-4,5;-5,4;-3,9;99,5;3,67;4,35;741,9;4,57;58,3;51,3;0,88;306,0;280,8;0;
2006;7;-6,0;-9,3;-4,0;94,2;3,11;3,68;734,0;3,14;54,3;47,9;0,88;289,7;274,7;0;
2006;8;-8,6;-10,1;-7,4;95,0;2,55;3,03;739,5;3,42;29,9;26,6;0,89;279,4;263,9;0;
2006;9;-9,4;-10,9;-8,4;98,5;2,48;2,95;737,6;5,55;44,4;39,4;0,89;281,6;260,7;0;
2006;10;-7,1;-8,7;-5,6;95,4;2,90;3,44;728,6;4,29;28,8;25,6;0,89;287,1;270,3;0;
2006;11;-9,1;-10,4;-8,3;98,9;2,56;3,04;726,1;2,32;36,9;33,2;0,90;283,7;262,0;0;
2006;12;-11,0;-11,8;-10,3;98,3;2,18;2,60;735,8;3,65;25,4;22,9;0,90;274,4;254,4;0;
2006;13;-8,4;-11,4;-5,4;100,0;2,84;3,38;734,8;5,00;35,6;30,8;0,86;288,8;264,7;0;
2006;14;-6,2;-8,1;-5,2;100,0;3,41;4,07;730,8;2,92;41,9;36,0;0,86;299,2;273,9;0;
2006;15;-10,1;-12,9;-7,3;81,0;1,93;2,31;733,8;2,21;66,3;59,1;0,89;250,0;258,1;0;
2006;16;-12,9;-14,2;-11,0;84,8;1,61;1,93;739,6;6,11;56,9;50,2;0,88;245,1;247,2;0;
2006;17;-9,3;-11,7;-8,0;86,5;2,19;2,62;733,5;4,14;58,5;51,8;0,89;262,1;261,2;0;
2006;18;-10,4;-12,6;-9,7;84,9;1,97;2,35;731,3;4,40;86,6;76,2;0,88;254,9;256,7;0;
2006;19;-13,6;-14,9;-13,0;89,6;1,61;1,92;735,3;3,26;63,5;57,2;0,90;249,7;244,3;0;
2006;20;-12,1;-13,8;-9,4;87,2;1,78;2,12;733,6;2,47;39,4;34,8;0,88;252,2;250,4;0;
2006;21;-10,5;-11,6;-9,6;75,8;1,75;2,08;739,9;4,54;60,4;53,6;0,89;239,7;256,4;0;
2006;22;-10,4;-13,9;-7,3;89,3;2,08;2,48;744,0;5,79;54,6;47,3;0,86;262,4;256,8;0;
2006;23;-3,6;-5,4;-2,0;75,7;2,98;3,55;745,1;5,89;38,0;33,6;0,89;267,1;284,8;0;
2006;24;-4,5;-6,4;-1,9;83,3;3,07;3,66;749,1;4,74;39,1;34,6;0,89;277,1;281,1;0;
2006;25;-3,9;-6,3;-1,7;65,3;2,51;2,98;739,1;5,64;69,3;61,3;0,89;246,6;283,3;0;
2006;26;-9,4;-11,9;-6,5;100,0;2,63;3,12;731,3;5,73;30,8;27,3;0,89;284,3;260,7;0;
2006;27;-12,0;-12,7;-11,3;95,2;1,96;2,32;733,2;3,05;34,9;30,5;0,87;265,2;250,6;0;
2006;28;-11,0;-12,3;-9,6;90,3;2,02;2,40;728,3;4,06;54,8;48,2;0,88;261,7;254,6;0;
2006;29;-12,3;-12,7;-11,6;90,9;1,82;2,17;733,5;6,12;61,2;53,9;0,88;257,1;249,4;0;
2006;30;-8,4;-12,0;-6,4;100,0;2,80;3,31;726,5;5,87;32,6;27,7;0,85;289,1;265,0;0;
2006;31;-11,6;-12,4;-9,6;93,7;2,01;2,37;731,5;4,27;44,0;39,1;0,89;264,6;252,3;0;
2006;32;-10,9;-12,6;-9,6;99,1;2,24;2,65;723,6;3,75;43,7;38,7;0,89;276,3;255,0;0;
2006;33;-10,1;-11,6;-8,9;92,5;2,22;2,64;732,9;3,66;73,0;65,7;0,90;269,0;258,2;0;
2006;34;-10,3;-11,4;-8,8;85,3;2,00;2,38;739,2;3,80;83,6;72,7;0,87;256,1;257,2;0;
2006;35;-7,3;-9,8;-4,4;100,0;3,05;3,63;730,4;5,76;61,7;53,2;0,86;293,7;269,2;0;
2006;36;-9,5;-11,5;-8,6;90,8;2,27;2,70;741,6;5,25;97,3;83,7;0,86;268,5;260,4;0;
2006;37;-11,9;-14,6;-7,7;89,8;1,85;2,21;747,3;3,33;85,1;75,9;0,89;256,9;250,9;0;
2006;38;-5,3;-12,0;-2,7;81,4;2,81;3,34;749,1;4,86;76,3;68,1;0,89;269,9;277,4;0;
2006;39;-6,9;-11,3;-3,0;80,7;2,47;2,94;745,4;4,50;81,6;70,2;0,86;262,1;270,8;0;
2006;40;-14,7;-18,0;-11,6;70,9;1,17;1,39;752,4;4,62;148,6;128,9;0,87;217,1;240,5;0;
2006;41;-16,3;-19,8;-11,3;100,0;1,67;1,99;756,8;2,83;141,5;122,4;0,86;255,1;234,4;0;
2006;42;-5,2;-13,0;0,9;64,3;2,23;2,66;757,5;3,32;153,5;133,2;0,87;239,8;277,9;0;
2006;43;-3,2;-6,7;-0,3;55,7;2,25;2,68;754,0;3,95;131,7;114,9;0,87;231,6;286,3;0;
2006;44;-8,2;-13,9;-3,6;82,1;2,28;2,71;743,8;2,65;75,7;67,0;0,89;259,3;265,7;0;
2006;45;-16,2;-19,1;-14,0;74,9;1,09;1,30;739,8;3,81;171,2;151,5;0,89;217,9;234,7;0;
2006;46;-19,4;-23,2;-16,9;87,0;0,97;1,15;738,5;1,96;137,7;124,0;0,90;224,2;223,2;0;
2006;47;-26,1;-31,1;-19,5;100,0;2,79;3,32;741,3;1,51;119,0;103,6;0,87;219,1;200,4;0;
2006;48;-23,2;-30,2;-18,0;100,0;1,83;2,18;746,5;2,04;153,1;133,6;0,87;228,9;210,0;0;
2006;49;-17,8;-23,4;-12,5;100,0;2,09;2,48;744,7;1,39;104,2;92,2;0,89;249,3;228,8;0;
2006;50;-17,4;-20,2;-11,8;100,0;1,71;2,03;739,9;1,85;115,3;102,6;0,89;250,8;230,3;0;
2006;51;-15,2;-16,7;-13,2;100,0;1,68;1,99;736,6;3,71;87,3;74,6;0,85;259,4;238,3;0;
2006;52;-14,7;-17,2;-13,0;100,0;1,76;2,09;733,5;3,96;106,1;91,5;0,86;261,5;240,3;0;
2006;53;-14,2;-16,1;-13,2;91,7;1,57;1,87;732,2;4,16;90,7;70,5;0,78;250,6;242,1;0;
2006;54;-16,3;-18,9;-14,1;100,0;1,69;2,01;731,9;1,45;70,3;58,5;0,83;255,2;234,5;0;
2006;55;-18,6;-19,9;-16,0;90,6;1,08;1,28;737,7;2,73;126,2;111,0;0,88;232,3;226,1;0;
2006;56;-13,8;-17,7;-10,7;100,0;2,23;2,64;742,1;2,96;158,9;143,1;0,90;265,5;243,6;0;
2006;57;-9,8;-15,7;-6,5;100,0;2,59;3,07;735,5;4,56;96,0;84,7;0,88;282,6;259,2;0;
2006;58;-5,0;-5,9;-3,8;100,0;3,58;4,24;728,3;7,35;89,2;78,0;0,88;304,8;278,9;0;
2006;59;-8,8;-14,7;-4,0;100,0;2,90;3,45;727,5;1,92;44,5;39,4;0,89;287,4;263,4;0;
2006;60;-9,3;-13,0;-6,8;100,0;2,76;3,29;739,3;3,22;136,7;123,0;0,90;284,9;261,2;0;
2006;61;-10,2;-13,5;-0,9;99,8;2,38;2,83;742,6;1,92;143,2;128,9;0,90;280,7;257,9;0;
2006;62;-7,6;-11,3;-2,8;93,5;2,71;3,22;738,6;2,00;138,9;125,0;0,90;281,2;267,9;0;
2006;63;-9,7;-14,1;-3,6;91,8;2,27;2,70;738,0;1,47;166,9;150,2;0,90;269,5;259,7;0;
2006;64;-7,3;-9,2;-4,8;83,9;2,51;2,97;741,8;2,70;129,0;116,1;0,90;266,2;269,4;0;
2006;65;-4,5;-6,5;-1,8;95,8;3,53;4,18;736,8;2,22;136,6;120,9;0,89;299,3;280,7;0;
2006;66;-7,6;-8,9;-6,2;98,5;2,88;3,41;734,7;2,22;189,9;170,9;0,90;290,0;268,2;0;
2006;67;-8,7;-9,7;-7,6;96,0;2,56;3,04;729,2;4,82;134,8;120,3;0,89;280,6;263,5;0;
2006;68;-13,1;-15,9;-11,5;86,2;1,61;1,92;717,2;3,35;154,1;138,7;0,90;246,4;246,2;0;
2006;69;-17,3;-20,4;-12,4;100,0;1,38;1,64;724,8;3,82;213,0;184,8;0,87;250,8;230,6;0;
2006;70;-17,3;-21,4;-13,4;80,6;1,07;1,27;733,2;3,61;165,6;144,9;0,88;222,3;230,6;0;
2006;71;-17,7;-22,9;-11,1;81,3;1,04;1,24;735,4;2,29;177,2;155,5;0,88;222,1;229,3;0;
2006;72;-14,9;-18,9;-12,2;67,7;1,10;1,30;736,0;2,48;183,5;165,2;0,90;211,3;239,5;0;
2006;73;-12,8;-15,4;-9,7;83,9;1,63;1,93;733,7;1,83;148,1;129,6;0,88;244,3;247,7;0;
2006;74;-12,1;-15,2;-9,3;84,0;1,72;2,04;736,7;1,82;141,9;126,0;0,89;247,0;250,3;0;
2006;75;-10,1;-13,0;-5,8;81,2;1,95;2,30;739,6;1,73;211,9;188,1;0,89;250,2;258,0;0;
2006;76;-7,0;-8,6;-3,3;84,8;2,59;3,07;737,7;2,83;137,7;122,5;0,89;268,9;270,5;0;
2006;77;-9,6;-13,3;-4,8;86,4;2,15;2,55;739,1;2,20;127,0;113,3;0,89;260,8;260,0;0;
2006;78;-12,3;-17,2;-4,1;96,0;1,93;2,29;742,9;1,03;143,7;127,0;0,88;265,3;249,4;0;
2006;79;-11,8;-17,8;-2,1;95,5;2,00;2,36;736,8;0,53;176,8;156,0;0,88;266,4;251,2;0;
2006;80;-10,5;-14,7;-5,3;92,9;2,16;2,57;736,4;1,73;144,7;127,0;0,88;267,9;256,7;0;
2006;81;-7,0;-8,8;-4,6;90,6;2,76;3,28;746,3;2,68;157,0;139,1;0,89;279,0;270,5;0;
2006;82;-5,1;-8,2;-1,1;81,2;2,84;3,40;750,2;2,01;223,5;196,2;0,88;270,6;278,3;0;
2006;83;-4,3;-6,7;-1,5;76,8;2,88;3,43;742,6;2,76;121,7;107,5;0,88;266,3;282,0;0;
2006;84;-7,1;-9,7;-2,0;86,2;2,61;3,09;733,7;1,27;143,1;126,2;0,88;270,9;270,1;0;
2006;85;-8,7;-10,7;-7,2;72,6;1,94;2,31;736,4;2,72;179,4;154,3;0,86;241,5;263,8;0;
2006;86;-9,5;-11,8;-5,6;79,5;1,99;2,37;740,7;2,28;243,1;212,0;0,87;249,7;260,4;0;
2006;87;-6,8;-13,2;-0,1;83,1;2,57;3,06;736,7;1,46;164,7;146,3;0,89;266,9;271,4;0;
2006;88;-4,9;-7,9;1,8;74,3;2,65;3,16;735,5;2,30;213,1;185,8;0,87;259,0;279,2;0;
2006;89;-5,2;-7,9;-1,9;75,1;2,60;3,11;739,8;3,38;163,5;146,2;0,89;259,0;277,8;0;
2006;90;-5,1;-7,8;3,0;87,5;3,08;3,66;738,4;1,66;186,5;159,2;0,85;281,8;278,4;0;
2006;91;-5,2;-8,6;-0,8;78,9;2,76;3,27;738,1;1,73;325,4;287,7;0,88;265,9;277,8;0;
2006;92;-5,4;-9,1;-0,9;83,0;2,86;3,41;745,2;2,04;238,9;210,2;0,88;272,7;277,3;0;
2006;93;-5,0;-11,4;-0,2;74,1;2,63;3,13;744,5;2,37;287,7;243,9;0,85;258,5;278,9;0;
2006;94;-1,4;-4,2;3,1;90,6;4,17;4,98;740,8;1,73;143,0;124,2;0,87;304,1;294,0;0;
2006;95;-4,1;-5,9;-0,9;100,0;4,01;4,79;737,2;1,39;133,7;110,7;0,83;309,4;282,8;0;
2006;96;-0,3;-4,5;5,3;87,7;4,39;5,22;740,9;1,16;123,6;105,1;0,85;308,0;302,8;1;
2006;97;-1,8;-4,9;5,7;78,2;3,45;4,14;746,2;2,22;283,4;204,3;0,72;249,0;292,9;1;
2006;98;-2,5;-5,8;1,2;80,8;3,46;4,13;741,7;1,87;138,3;108,6;0,79;257,9;282,8;1;
2006;99;-4,0;-5,5;-2,3;87,2;3,34;3,96;738,4;2,91;213,9;176,1;0,82;277,6;291,3;1;
2006;100;-3,8;-7,1;2,9;82,3;3,18;3,75;735,4;1,55;220,7;170,3;0,77;269,9;287,3;1;
2006;101;-4,4;-6,4;0,5;91,5;3,44;4,08;738,9;1,45;180,9;165,3;0,90;291,9;287,9;1;
2006;102;-5,6;-7,1;-4,0;89,3;3,03;3,60;738,9;3,92;133,8;116,0;0,87;280,1;283,1;1;
2006;103;-6,8;-8,2;-5,9;83,7;2,60;3,08;735,5;5,36;176,4;153,4;0,87;271,5;277,6;1;
2006;104;-4,6;-6,1;-2,9;98,0;3,59;4,27;727,1;7,64;138,4;115,3;0,83;303,1;280,6;0;
2006;105;-7,9;-9,7;-5,3;82,5;2,39;2,79;726,8;2,74;171,7;149,6;0,87;265,3;273,0;1;
2006;106;-10,6;-14,3;-8,6;92,3;2,11;2,51;731,9;3,44;200,4;172,7;0,86;266,3;255,9;0;
2006;107;-10,9;-15,3;-6,4;59,1;1,32;1,58;740,4;3,11;277,3;240,8;0,87;211,2;254,9;0;
2006;108;-9,0;-13,8;-4,8;64,6;1,67;2,00;748,7;2,63;293,6;254,5;0,87;226,6;262,3;0;
2006;109;-4,1;-11,5;2,7;65,9;2,50;2,98;747,4;2,59;270,4;237,5;0,88;247,2;282,8;0;
2006;110;-0,4;-3,7;4,3;59,6;2,91;3,49;746,0;2,74;300,3;212,0;0,71;206,0;287,6;1;
2006;111;0,6;-2,4;4,1;61,7;3,30;3,93;741,6;3,20;216,7;151,7;0,70;248,4;294,2;1;
2006;112;-6,4;-9,3;-2,7;79,1;2,53;3,03;746,2;3,00;226,2;193,1;0,85;251,4;274,6;1;
2006;113;-7,0;-13,8;-0,3;43,1;1,30;1,55;753,8;2,45;332,5;273,2;0,82;196,5;270,4;0;
2006;114;-0,9;-6,7;6,0;19,0;0,93;1,12;752,9;1,91;350,9;244,6;0,70;167,0;267,6;1;
2006;115;-2,4;-7,1;1,3;23,6;1,07;1,29;744,9;3,22;315,5;215,2;0,68;181,6;268,2;1;
2006;116;-1,7;-3,9;1,4;57,9;2,60;3,11;742,4;4,58;304,4;204,4;0,67;226,6;288,3;1;
2006;117;-2,1;-4,9;1,0;61,9;2,65;3,19;747,0;3,15;335,0;238,9;0,71;223,1;290,5;1;
2006;118;2,0;-3,4;5,9;55,6;3,21;3,88;752,1;4,06;347,4;227,0;0,65;213,7;295,0;1;
2006;119;3,0;-0,3;7,1;68,1;4,24;5,10;748,2;2,94;217,8;142,5;0,65;261,9;306,4;1;
2006;120;-1,8;-4,7;3,3;90,0;4,05;4,85;745,3;1,59;155,4;151,9;0,90;307,1;297,6;1;
2006;121;-5,1;-7,0;-2,1;82,1;2,86;3,41;742,1;1,98;231,5;189,7;0,82;279,0;285,5;1;
2006;122;-6,5;-8,2;-4,6;79,2;2,48;2,97;746,7;3,59;272,7;226,8;0,83;254,5;276,5;1;
2006;123;-6,6;-9,1;-2,9;73,7;2,26;2,73;752,1;3,29;313,3;247,5;0,79;217,5;271,1;1;
2006;124;-1,9;-8,9;4,7;49,0;2,15;2,60;751,4;2,28;358,5;256,1;0,71;188,1;275,8;1;
2006;125;2,0;-3,2;4,6;47,8;2,79;3,35;746,3;3,74;322,4;224,9;0,70;212,0;292,4;1;
2006;126;-1,1;-3,5;1,0;62,2;2,93;3,48;739,6;4,06;195,8;146,7;0,75;256,5;293,3;1;
2006;127;-3,8;-6,0;-2,3;79,9;3,12;3,69;736,8;4,35;158,8;129,7;0,82;277,6;289,5;1;
2006;128;-7,5;-10,0;-5,3;66,2;1,93;2,29;739,3;3,80;306,8;243,2;0,79;223,6;270,8;1;
2006;129;-7,0;-10,8;-2,3;61,2;1,80;2,17;747,3;3,28;352,9;257,6;0,73;185,1;266,7;1;
2006;130;-4,1;-10,6;0,9;53,5;1,97;2,38;752,2;2,90;356,5;255,5;0,72;189,7;272,6;1;
2006;131;-1,3;-5,4;3,9;75,6;3,45;4,14;746,7;2,40;254,2;174,4;0,69;246,3;291,5;1;
2006;132;-4,3;-7,3;-1,2;88,1;3,31;3,94;741,7;3,24;202,1;167,4;0,83;265,8;286,1;1;
2006;133;-4,3;-12,1;1,0;70,8;2,61;3,15;749,7;1,98;307,6;239,5;0,78;220,4;274,6;1;
2006;134;1,7;-6,2;7,6;55,6;2,96;3,60;756,5;2,40;357,5;251,5;0,70;207,5;287,4;1;
2006;135;6,9;2,1;10,9;54,0;4,33;5,28;758,0;2,49;355,7;227,3;0,64;227,5;303,2;1;
2006;136;8,5;5,3;12,6;51,2;4,65;5,67;757,4;2,83;320,7;204,9;0,64;250,7;309,9;1;
2006;137;10,3;7,9;12,5;48,3;4,96;6,02;755,1;3,56;333,9;202,0;0,60;246,9;311,9;1;
2006;138;9,6;5,5;12,7;52,2;5,13;6,19;750,5;3,25;325,3;197,1;0,61;252,9;312,1;1;
2006;139;7,8;4,9;10,6;64,0;5,59;6,73;748,9;2,23;267,8;159,9;0,60;264,3;311,0;1;
2006;140;4,8;2,2;9,3;86,3;6,18;7,39;744,5;2,76;113,3;70,8;0,62;295,4;310,4;1;
2006;141;2,8;0,4;5,3;81,7;5,07;6,05;742,0;2,92;171,6;115,3;0,67;290,8;310,3;1;
2006;142;5,5;2,5;9,0;79,2;5,93;7,08;742,6;2,16;191,0;118,0;0,62;291,8;311,6;1;
2006;143;2,7;1,7;4,3;97,1;6,02;7,21;745,7;3,66;142,4;94,9;0,67;309,0;311,0;1;
2006;144;2,2;0,0;8,0;82,9;4,88;5,88;749,0;2,86;263,4;156,9;0,60;271,7;308,4;1;
2006;145;-0,5;-2,0;2,1;93,6;4,60;5,51;744,1;2,78;265,8;208,6;0,78;278,2;304,1;1;
2006;146;-1,8;-3,5;2,7;97,7;4,79;5,68;737,8;1,15;155,8;141,7;0,90;302,3;298,9;1;
2006;147;-3,6;-5,0;-1,5;86,5;3,39;4,03;739,2;3,05;234,8;198,9;0,85;286,1;292,2;1;
2006;148;-2,1;-4,8;4,6;91,6;4,14;4,94;741,8;2,28;264,4;210,3;0,80;282,3;297,2;1;
2006;149;-1,0;-3,0;1,3;96,0;4,72;5,66;745,2;3,23;268,8;208,7;0,78;283,9;301,3;1;
2006;150;0,2;-1,5;2,4;89,4;4,58;5,53;751,7;3,06;208,5;174,9;0,84;280,9;304,0;1;
2006;151;3,2;0,1;6,4;70,8;4,43;5,38;754,1;2,84;290,4;206,1;0,71;234,2;302,6;1;
2006;152;6,3;3,5;9,5;66,1;5,16;6,24;752,2;3,14;295,9;188,3;0,64;264,5;310,3;1;
2006;153;5,9;3,5;8,6;80,3;6,17;7,42;748,1;3,75;193,6;128,0;0,66;308,8;311,9;1;
2006;154;2,1;0,8;3,8;90,3;5,33;6,41;747,7;3,99;181,2;125,0;0,69;298,9;310,2;1;
2006;155;1,5;-0,1;4,0;86,7;4,91;5,88;744,5;2,10;189,6;121,0;0,64;273,4;305,4;1;
2006;156;1,5;0,2;4,0;93,0;5,27;6,32;746,5;3,74;178,0;132,2;0,74;305,8;310,3;1;
2006;157;3,1;-1,7;6,9;74,4;4,63;5,59;751,1;1,92;284,6;180,6;0,63;246,8;305,2;1;
2006;158;4,6;1,3;9,3;84,0;5,82;7,04;751,9;1,68;276,6;157,3;0,57;270,8;306,6;1;
2006;159;3,4;2,5;5,5;98,9;6,59;7,93;748,3;1,01;109,4;70,2;0,64;322,1;311,3;1;
2006;160;2,2;0,3;5,3;96,4;5,83;7,02;749,0;1,54;170,3;110,7;0,65;320,3;310,9;1;
2006;161;0,5;-1,4;3,2;84,7;4,44;5,35;748,1;2,90;194,2;133,1;0,69;291,8;307,5;1;
2006;162;0,7;-1,3;4,0;91,3;4,88;5,87;746,9;2,59;196,0;139,4;0,71;289,1;306,1;1;
2006;163;1,4;-1,0;5,0;98,0;6,09;7,36;752,1;1,42;163,1;117,2;0,72;310,6;309,8;1;
2006;164;7,0;2,9;11,0;86,6;7,25;8,75;751,3;1,44;261,6;148,2;0,57;292,8;313,6;1;
2006;165;4,8;2,8;7,1;93,3;6,80;8,13;743,9;1,93;208,8;126,9;0,61;313,9;311,6;1;
2006;166;3,1;2,2;4,2;96,2;6,20;7,38;740,3;4,52;122,9;81,8;0,67;321,2;311,7;1;
2006;167;2,4;0,9;3,6;93,9;5,71;6,82;743,8;3,52;140,5;93,9;0,67;313,6;311,0;1;
2006;168;0,7;-0,3;2,6;88,0;4,69;5,64;747,4;3,75;231,9;176,5;0,76;287,1;307,3;1;
2006;169;1,5;-2,3;4,7;78,6;4,39;5,30;751,1;2,46;237,7;171,3;0,72;254,6;300,8;1;
2006;170;2,2;-0,6;6,3;78,5;4,60;5,53;748,6;1,99;259,2;162,9;0,63;249,5;302,3;1;
2006;171;0,7;-1,5;2,4;96,6;5,33;6,41;748,9;3,07;208,2;166,9;0,80;300,5;308,4;1;
2006;172;2,2;-2,0;4,9;78,1;4,57;5,53;753,5;2,05;261,5;175,7;0,67;279,5;303,1;1;
2006;173;2,6;0,3;5,9;84,0;5,08;6,17;755,2;1,79;183,1;119,4;0,65;282,7;307,6;1;
2006;174;3,8;0,0;7,0;77,1;5,02;6,11;757,2;1,84;279,2;180,2;0,65;273,1;309,5;1;
2006;175;6,9;1,9;11,2;59,9;4,74;5,81;761,3;2,10;374,7;215,6;0,58;227,8;305,8;1;
2006;176;8,1;2,7;13,2;61,9;5,36;6,58;762,9;2,55;370,7;211,3;0,57;243,3;308,8;1;
2006;177;10,0;6,1;14,4;60,5;5,97;7,29;760,2;2,51;350,7;199,5;0,57;263,4;313,9;1;
2006;178;12,3;8,4;15,8;52,3;6,09;7,37;753,3;2,77;361,3;204,8;0,57;266,2;314,5;1;
2006;179;12,4;10,4;14,7;43,9;5,21;6,29;750,8;3,71;369,8;211,3;0,57;257,2;314,4;1;
2006;180;10,2;7,6;12,6;52,1;5,31;6,44;753,7;2,93;322,5;182,6;0,57;260,5;313,4;1;
2006;181;8,9;6,7;10,5;63,3;5,91;7,17;754,8;2,61;204,0;119,7;0,59;277,2;312,5;1;
2006;182;9,0;5,2;13,3;61,4;5,85;7,05;754,6;2,14;292,6;193,5;0,66;292,7;309,3;0;
2006;183;8,7;5,4;14,3;67,8;6,32;7,62;755,9;2,93;331,7;213,9;0,65;305,6;309,3;0;
2006;184;9,2;5,4;15,1;60,0;5,77;6,97;757,8;3,26;281,9;180,1;0,64;290,3;309,3;0;
2006;185;9,5;6,6;15,7;62,6;6,14;7,41;757,5;3,81;224,2;143,7;0,64;297,5;309,3;0;
2006;186;10,5;7,1;15,6;60,6;6,36;7,68;754,3;3,55;366,4;246,8;0,67;297,6;309,3;0;
2006;187;8,5;5,4;12,3;76,7;7,07;8,52;752,0;2,60;295,0;187,0;0,63;324,8;309,3;0;
2006;188;7,0;3,7;10,3;67,0;5,57;6,71;754,1;3,72;292,4;181,3;0,62;296,0;309,3;0;
2006;189;8,8;5,5;13,5;66,3;6,21;7,48;758,0;3,13;346,5;230,2;0,66;302,5;309,3;0;
2006;190;9,3;6,2;14,2;77,8;7,58;9,14;752,8;3,22;331,4;219,4;0,66;331,5;309,3;0;
2006;191;5,3;2,3;7,1;88,7;6,54;7,90;745,5;2,39;142,1;88,7;0,62;334,1;309,3;0;
2006;192;7,2;3,1;10,5;72,5;6,10;7,36;746,1;2,69;331,4;202,9;0,61;308,8;309,3;0;
2006;193;6,7;4,5;8,9;66,1;5,39;6,50;746,2;3,07;86,4;55,4;0,64;292,7;309,3;0;
2006;194;3,7;2,5;5,1;92,2;6,07;7,33;748,1;3,82;68,5;43,7;0,64;332,9;309,3;0;
2006;195;5,0;1,7;8,2;79,6;5,74;6,93;750,1;3,76;117,9;71,5;0,61;313,2;309,3;0;
2006;196;8,1;5,1;11,6;57,0;5,10;6,16;751,3;3,56;314,5;191,5;0,61;278,9;309,3;0;
2006;197;9,2;6,2;12,5;49,2;4,74;5,73;755,0;2,23;304,8;184,9;0,61;266,0;309,3;0;
2006;198;9,5;5,2;12,3;45,7;4,47;5,42;753,6;3,32;263,6;149,7;0,57;259,2;309,3;0;
2006;199;6,3;2,4;8,6;65,8;5,20;6,30;751,2;1,83;209,3;117,7;0,56;290,3;309,3;0;
2006;200;6,8;2,2;10,9;60,1;4,90;5,91;754,2;2,31;276,1;157,4;0,57;279,7;309,3;0;
2006;201;7,5;3,7;12,2;68,0;5,83;7,05;758,5;2,32;328,0;192,8;0,59;300,5;309,3;0;
2006;202;10,2;6,2;14,9;54,7;5,60;6,78;763,4;3,95;302,3;173,0;0,57;282,5;309,3;0;
2006;203;12,6;9,2;16,2;50,9;6,11;7,39;760,0;4,60;248,6;143,1;0,58;284,1;309,3;0;
2006;204;11,8;8,2;19,3;63,0;7,18;8,69;755,7;3,71;305,8;169,9;0,56;309,2;309,3;0;
2006;205;10,1;5,3;15,1;72,1;7,38;8,93;752,3;3,21;292,2;152,6;0,52;322,5;309,3;0;
2006;206;9,4;6,3;13,8;74,1;7,20;8,70;750,8;3,35;213,0;111,5;0,52;323,0;309,3;0;
2006;207;10,3;6,0;14,3;66,0;6,83;8,26;751,1;2,75;271,4;136,9;0,50;309,2;309,3;0;
2006;208;11,8;8,2;15,1;62,9;7,19;8,68;750,6;2,39;221,7;108,9;0,49;309,1;309,3;0;
2006;209;9,8;4,8;15,9;73,9;7,43;8,97;749,6;3,24;225,2;108,1;0,48;325,0;309,3;0;
2006;210;10,0;5,5;13,2;47,9;4,87;5,87;746,8;4,25;321,1;156,6;0,49;266,2;309,3;0;
2006;211;4,3;-2,0;8,1;56,8;3,92;4,72;743,7;3,39;216,5;98,4;0,45;262,5;309,3;0;
